exp_num,experiment_id,status,hypothesis,prior,prior_label,posterior,posterior_label,surprise,surprise_label,is_surprising,parent_id,n_children,runtime_s,created_at,objective,analysis_snippet,folder
267,node_7_12,SUCCEEDED,"The 'Autonomy-Harm' Escalation: AI systems with 'High' autonomy levels are significantly more likely to be associated with 'Tangible Harm' (Physical injury/death) in incident reports compared to 'Low' autonomy systems, which primarily cause 'Intangible Harm'.",0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_6_26,1,290.8,2026-02-22T13:43:38.650268+00:00,Determine if higher autonomy correlates with physical danger in reported incidents.,The experiment was successfully executed and provided conclusive evidence to reject the 'Autonomy-Harm Escalation' hypothesis. By mapping 'Autonomy3' to High Autonomy (n=53) and 'Autonomy1/2' to Low A,EXP_267_node_7_12
268,node_6_69,SUCCEEDED,The 'Post-EO' Compliance Bump: AI systems initiated after the issuance of Executive Order 13960 (December 2020) demonstrate statistically higher adherence to 'Bias/Disparity Mitigation' controls compared to legacy systems initiated prior to the order.,0.6855,Maybe True,0.2335,Likely False,-0.5424,Strong Negative (hypothesis contradicted),True,node_5_50,1,305.8,2026-02-22T13:43:38.659250+00:00,Evaluate the temporal impact of EO 13960 on bias mitigation practices.,"The experiment was successfully executed, utilizing a keyword-based text classification approach to parse the unstructured 'disparity_mitigation' field. The results strongly refute the 'Post-EO Compli",EXP_268_node_6_69
269,node_6_70,SUCCEEDED,Adversarial Kill-Chain Complexity: Adversarial attacks classified as 'Exfiltration' (Model Stealing/Inversion) involve a significantly higher number of unique tactics per case compared to 'Evasion' (Adversarial Example) attacks.,0.7419,Likely True,0.3846,Maybe False,-0.4288,Strong Negative (hypothesis contradicted),True,node_5_35,0,344.8,2026-02-22T13:48:47.434172+00:00,Quantify the complexity of different adversarial attack types.,"The experiment successfully executed the classification and counting logic but yielded degenerate results. After identifying the correct columns ('tactics' and 'type'), the code categorized 36 cases (",EXP_269_node_6_70
270,node_6_71,SUCCEEDED,"The Fairness Blindspot: Systems classified strictly as 'Safety-Impacting' are significantly less likely to undergo 'Disparity/Bias Mitigation' compared to 'Rights-Impacting' systems, despite the potential for safety failures to disproportionately affect specific demographics.",0.7417,Likely True,0.9139,Definitely True,0.2067,Mild Positive (hypothesis somewhat supported),True,node_5_56,0,307.9,2026-02-22T13:48:47.436307+00:00,Determine if safety-critical systems are overlooked for bias testing compared to rights-critical systems.,"The experiment successfully tested the 'Fairness Blindspot' hypothesis by employing heuristic text analysis to parse the verbose 'Disparity Mitigation' field in the EO 13960 dataset. 

The analysis id",EXP_270_node_6_71
271,node_6_72,SUCCEEDED,"The 'Physicality' of Failure Severity: Incidents involving 'Robotics' or 'Autonomous Vehicles' have a significantly higher 'Harm Severity Score' (derived from tangible harm descriptions) compared to 'Generative AI' incidents, which are voluminous but lower-severity.",0.9758,Definitely True,0.9918,Definitely True,0.0191,Neutral (no significant belief shift),False,node_5_83,0,363.2,2026-02-22T13:54:35.838184+00:00,Quantify and compare harm severity across AI technologies.,"The experiment successfully validated the hypothesis that 'Robotics/AV' incidents are associated with significantly higher harm severity scores compared to 'Generative AI' incidents. 

**Methodology &",EXP_271_node_6_72
272,node_5_97,SUCCEEDED,"The Justice Sector Transparency Deficit: Agencies in the 'Law Enforcement' and 'Justice' topic areas are statistically less likely to implement 'Public Notice' or 'Appeal Processes' for their AI systems compared to 'Health' or 'Social Services' agencies, despite the higher civil liberties risks.",0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_4_51,0,165.9,2026-02-22T13:54:35.842474+00:00,Investigate sector-specific transparency gaps in federal AI inventories.,"The experiment successfully tested the 'Justice Sector Transparency Deficit' hypothesis using the EO 13960 dataset. 

**Findings:**
1.  **Public Notice:** The adoption rate was **0.0%** for both secto",EXP_272_node_5_97
273,node_6_73,SUCCEEDED,Intentionality vs. Severity: Incidents involving 'Intentional Harm' (Malicious Use) result in statistically higher 'AI Harm Levels' than incidents caused by accidental or unintentional failures.,0.3548,Maybe False,0.3297,Maybe False,-0.0302,Neutral (no significant belief shift),False,node_5_41,0,361.5,2026-02-22T14:00:42.071071+00:00,"Determine if malicious attacks produce more severe consequences than accidents, informing threat modeling priorities.","The experiment was successfully executed. By implementing robust keyword matching and heuristic scoring, the analysis isolated 183 valid incidents (175 Unintentional, 8 Intentional) from the AIID data",EXP_273_node_6_73
274,node_7_13,SUCCEEDED,Surveillance Secrecy: AI use cases categorized under 'Law Enforcement' or 'National Security' are significantly less likely to provide 'Public Notice' compared to 'Service Delivery' use cases.,0.9839,Definitely True,0.3736,Maybe False,-0.7323,Strong Negative (hypothesis contradicted),True,node_6_22,0,233.3,2026-02-22T14:00:42.120644+00:00,Investigate if sensitive topic areas correlate with reduced public transparency.,"The experiment was successfully executed. The script correctly rectified the previous logic error by implementing a robust mapping function for the '59_ai_notice' column, identifying affirmative notic",EXP_274_node_7_13
275,node_6_74,SUCCEEDED,"Sector-Specific Failure Modes: The 'Healthcare' sector is significantly more likely to experience 'Unsafe System Behavior' failures compared to the 'Government' sector, which is more prone to 'Human-Computer Interaction' failures.",0.7097,Likely True,0.5165,Uncertain,-0.2318,Mild Negative (hypothesis weakened),True,node_5_33,0,287.6,2026-02-22T14:06:46.523072+00:00,Analyze the distribution of technical failure types across Healthcare and Government sectors.,The experiment successfully executed the analysis but failed to find statistical support for the hypothesis due to data sparsity and mismatching failure taxonomies. Analyzing the AI Incident Database ,EXP_275_node_6_74
276,node_7_14,SUCCEEDED,"Operational AI systems (in 'O&M' stage) are significantly less likely to comply with 'AI Notice' requirements compared to systems in 'Implementation' or 'Development' stages, suggesting 'grandfathering' of legacy systems.",0.7419,Likely True,0.9121,Definitely True,0.2042,Mild Positive (hypothesis somewhat supported),True,node_6_9,0,219.9,2026-02-22T14:06:46.525369+00:00,Determine if development stage impacts transparency compliance.,The experiment successfully tested the hypothesis that operational AI systems are less likely to comply with AI Notice requirements than those in development. After cleaning the data to exclude waiver,EXP_276_node_7_14
277,node_5_98,SUCCEEDED,"In real-world AI incidents, higher levels of system autonomy (High) are significantly associated with 'Physical' harm domains, whereas lower autonomy levels (Low/Medium) are associated with 'Non-Physical' harm domains (e.g., Economic, Consumer, Intangible).",0.75,Likely True,0.3159,Maybe False,-0.5209,Strong Negative (hypothesis contradicted),True,node_4_19,0,514.6,2026-02-22T14:11:36.916795+00:00,Investigate the relationship between AI Autonomy Level and the nature of the Harm Domain (Physical vs. Non-Physical) using the AIID dataset.,The experiment successfully analyzed 185 AIID incidents with valid autonomy levels to test the hypothesis that higher autonomy correlates with physical harm. Due to the lack of a structured 'Harm Type,EXP_277_node_5_98
278,node_6_75,SUCCEEDED,"Sector-Blind Security: The distribution of victim sectors in real-world AI incidents (AIID) differs significantly from the target sectors in adversarial case studies (ATLAS), indicating a misalignment between security research focus and actual public risk.",0.9758,Definitely True,0.7783,Likely True,-0.237,Mild Negative (hypothesis weakened),True,node_5_48,0,302.1,2026-02-22T14:11:36.917686+00:00,Compare the sector distributions of theoretical threats vs. actual incidents.,"The experiment successfully executed the code to compare sector distributions, but the findings are inconclusive due to significant data limitations. 

1. **Data Quality Issue**: The normalization log",EXP_278_node_6_75
279,node_6_76,SUCCEEDED,"Public Sector Intentionality: Incidents arising from 'Public Sector' deployments are significantly more likely to be classified as 'Intentional Harm' (e.g., planned surveillance) compared to 'Private Sector' incidents (e.g., accidental failures).",0.7661,Likely True,0.2665,Likely False,-0.5996,Strong Negative (hypothesis contradicted),True,node_5_16,0,369.2,2026-02-22T14:20:14.081673+00:00,Investigate if government AI failures are more often features (intentional) rather than bugs (accidents) compared to the private sector.,"The experiment successfully tested the hypothesis regarding the intentionality of AI harm in the Public vs. Private sectors using the AIID dataset. After robust data cleaning to handle verbose labels,",EXP_279_node_6_76
280,node_6_77,FAILED,"Sector-Specific Harm Profiles: The 'Healthcare' sector is significantly more likely to experience 'Physical' harm incidents, whereas the 'Financial' sector is dominated by 'Economic' harm incidents.",,Unknown,,Unknown,,N/A,,node_5_47,0,628.7,2026-02-22T14:20:14.086269+00:00,"Identify the correct data columns containing descriptive harm and sector information, then validate if AI failure modes (Physical vs. Economic) correspond to specific sectors (Healthcare vs. Finance).","The previous attempts failed due to `TypeError` exceptions when iterating over DataFrame columns, specifically caused by `NaN` (float) values in object columns incorrectly handled within lambda functi",EXP_280_node_6_77
281,node_7_15,SUCCEEDED,"The 'Tactic-Gap' Fingerprint: In incident coding, adversarial 'Exfiltration' tactics are significantly more likely to be mapped to 'Access Control' competency gaps, while 'Evasion' tactics are mapped to 'Robustness' or 'Input Validation' gaps.",0.7419,Likely True,0.4176,Maybe False,-0.3892,Strong Negative (hypothesis contradicted),True,node_6_23,0,513.6,2026-02-22T14:30:45.779336+00:00,Validate the logical consistency between adversarial tactics and the missing governance controls (competency gaps) by prioritizing granular gap columns over high-level domains.,"The experiment successfully tested the 'Tactic-Gap Fingerprint' hypothesis using the 'step3_incident_coding' dataset (n=52). By mapping specific ATLAS tactic codes (AML.TA0011 for Exfiltration, AML.TA",EXP_281_node_7_15
282,node_6_78,SUCCEEDED,"The 'Risk-Governance' Decoupling: 'High-Stakes' Use Cases (Law Enforcement, National Security) do not have significantly higher rates of documented 'Impact Assessments' compared to 'Low-Stakes' (Administrative, Operations) cases, indicating a failure to scale governance with risk.",0.7742,Likely True,0.9176,Definitely True,0.1721,Mild Positive (hypothesis somewhat supported),False,node_5_46,0,184.7,2026-02-22T14:30:45.780505+00:00,Assess if governance documentation scales with the sensitivity of the AI use case domain.,"The experiment successfully tested the 'Risk-Governance Decoupling' hypothesis using the EO 13960 dataset. By keyword-categorizing use cases, the analysis identified 367 'High Stakes' systems (e.g., E",EXP_282_node_6_78
283,node_7_16,SUCCEEDED,"The 'Autonomy-Harm' Escalation: Incidents involving 'High' autonomy systems (e.g., autonomous vehicles, robots) are statistically more likely to result in 'Physical' harm compared to 'Low/Medium' autonomy systems, which predominantly result in 'Economic' or 'Intangible' harms.",0.7419,Likely True,0.3242,Maybe False,-0.5013,Strong Negative (hypothesis contradicted),True,node_6_69,0,318.5,2026-02-22T14:39:22.703669+00:00,Assess the relationship between system autonomy levels and the tangibility of harm.,"The experiment successfully tested the 'Autonomy-Harm Escalation' hypothesis using a subset of the AIID incidents (n=155) where both autonomy level and harm outcomes were definitively coded. 

1. **Hy",EXP_283_node_7_16
